urlkey,timestamp,original,mimetype,statuscode,digest,mp3_version,album,artist,composer,genre,releaseDate,file_size,audio_encoding,file_format,file_extension,duration,format_settings,bit_rate_mode,bit_rate,channel_s,sampling_rate,bit_depth,writing_library,sha256,sha512
aging.senate.gov/000727.ram,20000917210310,http://aging.senate.gov:80/000727.ram,audio/x-pn-realaudio,200,QOWERNEYQVHJWI6V6QURDW4CRQQW7KVG,-,-,-,-,-,-,79,-,-,ram,-,-,-,-,-,-,-,-,d231f5779e4ec9604db2fb99ac92510b7d8263e471b2d636b4a39e8915802500,a611a3f54f53bc8dbb578d932f580e8ca9f3d5d3c85d3217ea02400bd3d45e51ad0311c47912e386673c9c3565587761479d6f066a98075578adb4595263375f
audioarchives.oc.usda.gov/audio/newsline/mp3/newsline_7e8961d8958548799884a2e2ce5589d0.mp3,20091111230348,http://audioarchives.oc.usda.gov/audio/newsline/mp3/NEWSLINE_7E8961D8958548799884A2E2CE5589D0.MP3,audio/mpeg,200,BHER2AWWZ2JUX3EO2QPGQR6IJFXKHYO7,MPEG 3 Layer III Version 1,-,-,-,-,2009,597481,MPEG Audio,MPEG Audio,mp3,37198,-,CBR,128000,1,44100,-,-,7f79597916c902ae46d2ba359b11d6d4338eb0739e8b03b946c9cce5edc16768,6ca4193a223aaec25480a8aa65d11f4b3cd7dc4f4171bd0302aa6673150be94dc794d7bf2acee4a209892cc76c642453d98025654f6d3dce31362f518d4b421c
audioarchives.oc.usda.gov/audio/newsline/mp3/newsline_802af71f439d401585c6fcb02f358307.mp3,20091105023224,http://audioarchives.oc.usda.gov/audio/newsline/mp3/NEWSLINE_802AF71F439D401585C6FCB02F358307.MP3,audio/mpeg,200,XEX3OD3KZMTKJZYTRZXFC6KBSK7LRSRC,MPEG 3 Layer III Version 1,-,-,-,-,2009,961195,MPEG Audio,MPEG Audio,mp3,59924,-,CBR,128000,1,44100,-,-,5d523832cd29efe1971bf88a1e9698021dda828547c1d774301424060eb10730,d92afa52145b0b40f3ca8e55d517b72b0dd812eb231ad9d954cdd6e73d9c163eed30babf26723bf8423216652db94e1e3a0cedc9f1209571b54dac7abe909439
becerra.house.gov/nr/rdonlyres/a2826e2c-06b4-4af1-b625-168a708a0b9a/0/20070710becerrapodcast.mp3,20081126211458,http://becerra.house.gov/NR/rdonlyres/A2826E2C-06B4-4AF1-B625-168A708A0B9A/0/20070710BecerraPodcast.mp3,audio/mpeg,200,USMUDGY7ZUEX6FLBP36AGUH6U4L4I3KQ,MPEG 3 Layer III Version 1,Becerra Podcasts,Congressman Xavier Becerra,-,-,-,1970735,MPEG Audio,MPEG Audio,mp3,239647,-,CBR,64000,1,44100,-,-,29f9e28672e9dead3fa3f2637fdcdce272a47e21af5483a958a825e5b56b6da0,2c6120d0f9125ccd0f18a52e05c1e1a2c7a5e8c48303c78546ec30684e31243b89ea449069a8ef75345f42f8ed13cd635b453ed1f4c13d3ec841fb1fa96c144c
brown.senate.gov/imo/media/audio/bluegreen21.mp3,20100806013934,http://brown.senate.gov/imo/media/audio/bluegreen21.mp3,audio/mpeg,200,Z44FD2AUWB6X43G42OC4EDWQZHTC5KGM,MPEG 3 Layer III Version 1,-,-,-,-,-,454947,MPEG Audio,MPEG Audio,mp3,28434,-,CBR,128000,1,44100,-,-,b0730c74795d01ccb9705f779a6352372655b596690784dc15358a518825892a,2cd7d010e4677d711ba0911d42b777fc0d5641f1cc5805cf86dfb6863b06e85d481d551c788a939aad78aff4775c6db3bf7145a470b0425aea8d57912c9d882d
brown.senate.gov/imo/media/audio/brown005mstr+091108.mp3,20090103123401,http://brown.senate.gov/imo/media/audio/brown005MSTR%20091108.mp3,audio/mpeg,200,LL7PTFN4IVIR5R6GRXPDY4G6M55BVU5U,MPEG 3 Layer III Version 1,-,-,-,-,-,183063,MPEG Audio,MPEG Audio,mp3,11441,-,CBR,128000,1,44100,-,-,376862d26e9d4622e28b8c3b76ba3bdb07389bae9c63a1ca76d99394200fdaff,d20d90a51055a816907baa4653d34f4b90417bffd9c8e8f98e402c5b05c980a2a44135a9b3b462462afa92d4d75b6a0ef5a21a53f93e174d5d04b572d4a4e321
ca3.uscourts.gov/oralargument/audio/11-3250johnsonvfolinoetal.wma,20151210143355,http://www2.ca3.uscourts.gov/Oralargument/audio/11-3250JohnsonvFolinoEtAl.wma,audio/x-ms-wma,200,4KJLUYEGVWXBJ52IL52KFIGSX57QKSIW,-,-,-,-,-,-,21423499,WMA,Windows Media,wma,2647772,-,CBR,64024,2,44100,16,-,2e90f5615ad4eaf273c1dfa9c4631e14a39da7f5a9a09edc5467b14f19dacd41,b5605ca294dcd8709580e188b2bd18f4a777d68918ac994511aafb29e268af89cedeb836dd79e36bd7c2c2655b8f85e05a505ab5738e43fb492c5c084ed77853
cmap.illinois.gov/uploadedfiles/newsroom/clips/2010/1-24-10_mike_nowak_show_podcast.mp3,20100130072527,http://www.cmap.illinois.gov/uploadedFiles/newsroom/clips/2010/1-24-10_Mike_Nowak_Show_Podcast.mp3,audio/mpeg,200,X3XXGVVYNQ76TYEVBUNE4IKYL5CLAY4U,MPEG 3 Layer III Version 2,-,-,-,-,-,27034416,MPEG Audio,MPEG Audio,mp3,6758604,Joint stereo / Intensity Stereo + MS Stereo,CBR,32000,2,16000,-,-,96f7db5f6165871932bc5c559a27fd04944381a4802abbfa4578f9837493003c,5cc353bd6ae7b8a556db68dc39b03c9d478e6093beca0f9c650d5efb1298395899f0be11982a09fc060a370a3d0c9ea25c608ab252f0439389fd5b6f486bbcbe
co.vernon.wi.gov/vccp/nls/intro.mp3,20091012030903,http://www.co.vernon.wi.gov/VCCP/nls/intro.mp3,audio/mpeg,200,SPXKMJI7PGX5XT7PTRZ3YOG7O5ZJ3UOQ,MPEG 3 Layer III Version 1,-,-,-,-,-,8079569,MPEG Audio,MPEG Audio,mp3,504973,Joint stereo / MS Stereo,CBR,128000,2,44100,-,-,313f0b3d365240d4849cc672f4ac0deb5a6d88c4e20040ea417b3e8ef0c8109c,c977163d384108207f6c0426bc1e6a611fd9d0c9994750e25fb9cc46c54c975f59babbd2715364455f3a558e3c9c1cc69bcf4fa6fe3db20029964c5e507e3950
coop.ca4.uscourts.gov/oaarchive/mp3/15-1755-20160923.mp3,20161006003656,http://coop.ca4.uscourts.gov/OAarchive/mp3/15-1755-20160923.mp3,audio/mpeg,200,EX272AWQSVQCE75JKSYFTBTT775MNIOA,MPEG 3 Layer III Version 1,9/23/2016,4CCA,-,Richmond,2016,26784525,MPEG Audio,MPEG Audio,mp3,2231954,-,CBR,96000,2,44100,-,LAME3.96r,8c911bd31dac66c6f1fe7460f6518573086bcfcdb89bbfa89839cd93082d1648,2d8771325bd1bd9f887a5fc868f28a7497cd3c11d62ca5a65b7a7c7f5398d5285dd981bc0a5f01d041928ebd93dbcbca30885764431c42f27f69b7bd8c740abb
crapo.senate.gov/media/09_24_2008_itownhall_govt_response.mp3,20090103090544,http://crapo.senate.gov/media/09_24_2008_itownhall_govt_response.mp3,audio/mpeg,200,6MQSVRYEIOVKMYII5K5E3BHIAOHEFQFF,MPEG 3 Layer III Version 1,-,-,-,-,-,3057370,MPEG Audio,MPEG Audio,mp3,191085,-,CBR,128000,2,44100,-,-,de2824d0e47d3b50c47d9348b80223b909c31c8c3bfb047035d7374d4c2f9a4c,9665c604deffc7db6749c5045540340f90a9db1fd2994d696a934d01f796bc6ec2370ff31b488d268179279f84315d5d81d1b7a891366182d2b4b9e45fc8b2d1
ctep.info.nih.gov/highlights/docs/07session1talk5khoury.ram,20090509074113,http://ctep.info.nih.gov/highlights/docs/07session1talk5khoury.ram,audio/x-pn-realaudio,200,ULQXNFURPEXTIZIE4CVGD5YZLZMLJWDC,-,-,-,-,-,-,91,-,-,ram,-,-,-,-,-,-,-,-,098ca687fbcc8f72bd5dac2271906a44beae426cba6f1b43c48f817a3ed83953,fb5c3c0021ded32680db842d797b8e044021257c771bfbc372e7abdddad9252ed713cf938b737c2dcd14f3d08971ca2716c7004cd6924ab8e762925f5b01a2e7
democraticleader.house.gov/uploads/gg.ram,20010916232020,http://democraticleader.house.gov:80/uploads/gg.ram,audio/x-pn-realaudio,200,PMGQA7YCYQMIAZCLJWKP5YBA4AMHY4JW,-,-,-,-,-,-,29,-,-,ram,-,-,-,-,-,-,-,-,3bc0eec5b2d9e3e84bb605afc1689a256c5d7089814f495e8aa606eb5ac4af6b,4986805b82123c3d94b0ecc16be606160966b4831211c228f4c773f5e839d6023b3cb7350121a284b77a94c55876cf0522f19867df467d2d0f6844545b587b60
demradio.senate.gov/actualities/baucus/baucus060504.mp3,20070927064050,http://demradio.senate.gov/actualities/baucus/baucus060504.mp3,audio/mpeg,200,5SRKQKP7GBIP2ARQNDTZQC2Q4G5VLFSC,MPEG 3 Layer III Version 1,-,-,-,-,-,360255,MPEG Audio,MPEG Audio,mp3,25732,-,CBR,112000,1,44100,-,LAME3.93,54a035b09eb091f29e7a47032e4b70a1be2234dd05fc401479770df505accda8,43d8e847ed92fb37fedaf9a8d30c5ec5caa517dc6f3cd0e28ce7cfdc428d15bec02e2984c5f82efb40d87ef26f8e738a7f01e85ec069fdea167be1f89a8b8fe9
demradio.senate.gov/actualities/cantwell/cantwell060405_statement.mp3,20071226232954,http://demradio.senate.gov/actualities/cantwell/cantwell060405_statement.mp3,audio/mpeg,200,AXPH3VDKG63OCD6BOTCGWO2BXQYMBV5V,MPEG 3 Layer III Version 1,-,-,-,-,-,1257060,MPEG Audio,MPEG Audio,mp3,89790,-,CBR,112000,1,44100,-,LAME3.93,4339fe641329f533e917d9617ddc7a80fc2dac83a069f023fc9d1515941eaa9b,390265bd7669533a65be2c0f138d558829b008cd656be4de3215b9fefffe193f8e6591e6a29983f662f40bdf8458c6d3cb3430610f4f4a01638bf78ca626bd73
demradio.senate.gov/actualities/clinton/clinton_brown70517_call.mp3,20070830111414,http://demradio.senate.gov/actualities/clinton/clinton_brown70517_call.mp3,audio/mpeg,200,LJHNXNDIF6WA4X4UUHWMEYH6YJOI6KZD,MPEG 3 Layer III Version 1,-,-,-,-,-,19481809,MPEG Audio,MPEG Audio,mp3,1623484,-,CBR,96000,1,44100,-,-,eaaed03cabc95dfd4df829b1dbf67360b20079e3a5fed6abed9854a4bebc59b3,0360ec1b9232957eb99bf378a46481d50d53778a1febeaf8146526b718cc9415a5c86aafb56001d551319f92eccab5d13ef7a6d9da59580ef302bb81c73d6e81
demradio.senate.gov/actualities/conrad/conrad020503.mp3,20060602012020,http://demradio.senate.gov/actualities/conrad/conrad020503.mp3,audio/mpeg,200,AXY3YZOV7HVXIHBGCFOJLDE3GWUBZGS7,MPEG 3 Layer III Version 1,-,-,-,-,-,1082514,MPEG Audio,MPEG Audio,mp3,154644,-,CBR,56000,1,44100,-,-,6477ec150e5d28ffe4bd04838ac61941d0dc6d8f055f6cb0bbe89368dbe3d379,7aa4d3b28f74d56efb21361a9ca5b82f5dd928c21cd07d5c1cb8e016460fc0559fd3e286fa8ae6259189593464e96ddca41c7642b68706d826503507bd8d77a0
demradio.senate.gov/actualities/dodd/doddlieberman051904.mp3,20070927110757,http://demradio.senate.gov/actualities/dodd/doddlieberman051904.mp3,audio/mpeg,200,7PBHVROUGUCJKSUDPYE3RSOOTVXA4T4W,MPEG 3 Layer III Version 1,-,-,-,-,-,1556480,MPEG Audio,MPEG Audio,mp3,222354,-,CBR,56000,1,44100,-,-,16ae0f020e3b18ae71657d565bb09e299dffee54e4c6bc23f7be09bb7bdd86fa,476ffcece1753075d06c68521fcd3bfc6e0d4a884240bc1c5b6075b588775a99bd573e9cbd3c15ff329955825bfebb0f2340304c1154d7e6d8f57a190da8de8c
demradio.senate.gov/actualities/dorgan/dorgan080611.mp3,20081205030619,http://demradio.senate.gov/actualities/dorgan/dorgan080611.mp3,audio/mpeg,200,45TV74J2C2Q75JBRML4DRFO2BXBSGZE5,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Dorgan,Dorgan,-,2008,7625452,MPEG Audio,MPEG Audio,mp3,476565,-,CBR,128000,1,44100,-,LAME3.93,9e313f6028d193c5535172ea838be9a6e005f494ce41fd7bf8f70bd22c44216e,a687373ca65496f29900e2586be9047dd2f25c489a259b413caaff81f2cc52995b811ffa19601c9426af74e4a125c67f612cda2b7ad086bc9e702ebb3265fbab
demradio.senate.gov/actualities/durbin/durbin080514.mp3,20080529030903,http://demradio.senate.gov/actualities/durbin/durbin080514.mp3,audio/mpeg,200,6FKKQDL55UVCQYPZMLBUZ342NVXLPEXG,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Durbin,Durbin,-,2008,3533848,MPEG Audio,MPEG Audio,mp3,220842,-,CBR,128000,1,44100,-,LAME3.93,65b5e0dcf83aab89dccec765306c45978a0dcdeb72a86ab3b03ae20a6b883567,ce43cde645028096fb701963b7abddddd9edcfb149bafe84236c020fef9ae0bdd00772e0fb01d9db2a196e46a323ee9d9d38aaa5cfad5fe1218f30ccbcce2be9
demradio.senate.gov/actualities/harkin/harkin071116.mp3,20080925050424,http://demradio.senate.gov/actualities/harkin/harkin071116.mp3,audio/mpeg,200,ZSZKP6E3UZZ3FKU333KROTHD6Z5N4VJB,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Harkin,Harkin,-,2007,910501,MPEG Audio,MPEG Audio,mp3,56883,-,CBR,128000,1,44100,-,LAME3.93,9eb22adc2b105254de17e1a3e28c5e7916fcf2770c98bf35ac1d5464387897b9,d16999c1df824841893ed83362ec8ab2ffe1a9fc4a938474a00025e7e89f3c28d0a475ba47cfbc8630e625dfe49a4740af8ccf0b72a2b46f9a9951c48cc245ce
demradio.senate.gov/actualities/johnson/johnson021104.mp3,20061026214206,http://demradio.senate.gov/actualities/johnson/johnson021104.mp3,audio/mpeg,200,3VO5ODOOFLKKELE34VEXU6NEU3TWQJVW,MPEG 3 Layer III Version 1,-,-,-,-,-,3674880,MPEG Audio,MPEG Audio,mp3,524982,-,CBR,56000,1,44100,-,-,d8620f6c0dfd3f0f70f0381bed0fb65fd125c90af824b5396b106d391a46fdda,79f1c26688c539c89a6e7c2cc34c207b3e23cd1608ec37bfe3411eddb0314cd0b73eab71b1042055674cf01d29d88ab4aceabf30b99a88bb6784db71c9f47271
demradio.senate.gov/actualities/landrieu/landrieu090729.mp3,20120108233251,http://demradio.senate.gov/actualities/landrieu/landrieu090729.mp3,audio/mpeg,200,WOY674IAONQJYKPS5MNRZIGFO6WN3F7X,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Landrieu,Landrieu,-,2009,6895702,MPEG Audio,MPEG Audio,mp3,430958,-,CBR,128000,1,44100,-,LAME3.93,be2b8999af1a29dcda4d068f12c83fdaecb516d4acdead9dc89b6492c4980f94,f2e39489c36e08adeca0fcf4fa41b3627c549253ba128460435a6251811fbd0649ddaf854807651330e6dea44523df8261063a6af8a79caf4c45d587ea92ff67
demradio.senate.gov/actualities/leahy/leahy071220_2.mp3,20090807044724,http://demradio.senate.gov/actualities/leahy/leahy071220_2.mp3,audio/mpeg,200,4IBUO6BWQ6SBWBARK3Z7CQP2M3GFDXAO,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Leahy,Leahy,-,2007,572731,MPEG Audio,MPEG Audio,mp3,35771,-,CBR,128000,1,44100,-,LAME3.93,4416572d5680c9fc4d1e36c9f66e12a738caffa347d5efe9f5ff3b6f83873ce7,bc08d346b6c32fe61a8bcb8c2d62b36f83db18b1f7cac779494caf805489e2ab2a34bbee2f2c0d11d59b5b7e16aca8c9a0add562c1351df90f526aa31bec20d0
demradio.senate.gov/actualities/lincoln/lincoln070419_1.mp3,20080326220147,http://demradio.senate.gov/actualities/lincoln/lincoln070419_1.mp3,audio/mpeg,200,XTVXESO74YTGFYEXMGJJ56WS4FBYZ6DQ,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Lincoln,Lincoln,-,2007,3946678,MPEG Audio,MPEG Audio,mp3,246643,-,CBR,128000,1,44100,-,LAME3.93,e5f5a1b572f63a7fb1050d0a7c28a418c4be18ba852b9f4e105bd532db696023,3cd2b6047ec5d2d6f09b8e62da5582876102fdd7a10f31f3c9bf9887301ba7128edb2a0365d43ea3af2fcc3930d2e6e3eda0a555a5fc6a3edc2701d80e79a8ba
donnaedwards.house.gov/images/audio/091113_edwards_confrec.mp3,20151012174311,http://donnaedwards.house.gov/images/audio/091113_edwards_confrec.mp3,audio/mpeg,200,3HBWN4QQJVF4QWBWR37L4OMF4UCE2S5T,MPEG 3 Layer III Version 2,-,-,-,-,-,6752442,MPEG Audio,MPEG Audio,mp3,3376116,-,CBR,16000,1,16000,-,-,bd471736d1684153e4c1ee70c229d113360648aef99d239fa2d22f7204fba94c,332c92a7492d580ce9828055d7f89234a441bad192edcb22549cbd154712edeb5897151e03099c1cd13b62815544b5a15e5f5a00b139717d369112ec800e5c84
durbin.senate.gov/cache/audio/au_123-axf-485.mp3,20080327035353,http://durbin.senate.gov/cache/audio/AU_123-AXF-485.mp3,audio/mpeg,200,63TCWQZVP7DU3Y2SUKZH3JZWCPLBYCDL,MPEG 3 Layer III Version 1,-,-,-,Blues,-,658337,MPEG Audio,MPEG Audio,mp3,41142,Joint stereo / MS Stereo,CBR,128000,2,44100,-,LAME3.91,ce711e057e35573b6692866477cd91b0f3ea5c28bfaa96e56b386f8b0aa6cfe2,f402993ac77bcd8d6f24e377a3cd4e778afe5f6454865d88a14ad3f40870399183811e50b984e5cd3b7b5f7ce9df4be0c7778b7d9cbf8e3b2b453fa8b3a4b938
durbin.senate.gov/cache/audio/au_222-ala-255.mp3,20101105063539,http://durbin.senate.gov/cache/audio/AU_222-ALA-255.mp3,audio/mpeg,200,JX3GIDNL73JR2C7UF3CXSUUHUJFXJNDB,MPEG 3 Layer III Version 1,-,-,-,-,2010-10-01T21:55:20.00633-05:00,7313982,MPEG Audio,MPEG Audio,mp3,456641,Joint stereo / MS Stereo,CBR,128000,2,44100,-,-,b9f15dc26dc2bac8117f69d4856c1f4f34a59f5fc486daa37d3a0dcf1a69a9fa,86fa487e7af3becf5192aa11fc4d8b43413d506ebdd2c03f420cd449d8e1e9be05540509abcc787aadc1e589a0760b9ccb193f4856d20c04f6cc3140f1f76d28
ed.sc.gov/tools/podcasts/speaking-of-schools/sos-07-12-10-2.mp3,20100729022135,http://www.ed.sc.gov/tools/podcasts/Speaking-of-Schools/SOS-07-12-10-2.mp3,audio/mpeg,200,QFHI4NDQ33H57MCN2DBWFJCB7AKM52N5,MPEG 3 Layer III Version 1,-,-,-,Blues,2010,12828633,MPEG Audio,MPEG Audio,mp3,1068956,-,CBR,96000,2,44100,-,-,06b242fd0aaaecb3029d66f0cb07b6e85bb15ffed5cb8e6c7a2ebc35ebf11ae4,ad292307b4e5801d44897b8b4fedb009851baaa82ce9b759fec71f9034fce81798a465036f1b2abf069f925f1f66302b67333c5dd9dd7fffd1a9a5201f0ffe8e
energy.ca.gov/rafiles/iannucci.ram,20000226054152,http://energy.ca.gov:80/rafiles/iannucci.ram,audio/x-pn-realaudio,200,DPWDLXLA3DQ7MHRSZMKTLMOLCDLUEF7F,-,-,-,-,-,-,68,-,-,ram,-,-,-,-,-,-,-,-,2c4f1f9646106235e5f3a2da0deca413e88779b7a07a8b5b245aa3105718678e,e325c2dd71f2d8d800e3fa777fea839502ffb399f425b21ae407b618d17ebb143082c4c5e02e1dd33807764a27c4c39124befbff502e7a5d832a5242b9396da9
energycommerce.house.gov/107/ram/09202001eaq.ram,20050524114507,http://energycommerce.house.gov/107/ram/09202001eaq.ram,audio/x-pn-realaudio,200,7IXV3V5V2SIFKFZUAZNF2U2WEHAUGZBV,-,-,-,-,-,-,56,-,-,ram,-,-,-,-,-,-,-,-,01707cdab81d465b6264e4e4f3b71f308c286a786eda9d40b2d38c5144b95c59,c5dc035b2b19d67ea83671219709407663609adff784a1b5480be48ecef4a3e05a7ccf02899014baebd53dcc4fb5e26435a22b634222a4747791da94729a219c
feingold.senate.gov/audio/feingold_campaigndisclosure_041707.mp3,20090802232517,http://feingold.senate.gov/audio/feingold_campaigndisclosure_041707.mp3,audio/mpeg,200,4DXHQMYBXZ2HLTRXVB3IIFL6ZFHKKV7V,MPEG 3 Layer III Version 1,-,-,-,-,-,3177325,MPEG Audio,MPEG Audio,mp3,198582,Joint stereo / MS Stereo,CBR,128000,2,44100,-,LAME3.97 (beta),2ab04ceae2cd768f7ea02cb822df7cf297ad6758d4fcba6e5b632b0f71b8f1a6,f217e8865c72ba6daaf67e8b60015bfd91b5016ce460cb872a00fbe90280895ec4faf955b43d59c8e5cfb259bde3247af992a7998dbb5f6aa919420777b57355
floodmaps.fema.gov/prelim/prelimdata/pennsylvania/northampton+county/prelim_issue_date-2013-09-06/firm+database/s_fld_haz_ar.mid,20161003071025,https://floodmaps.fema.gov/prelim/PrelimData/Pennsylvania/Northampton%20County/prelim_issue_date-2013-09-06/FIRM%20Database/s_fld_haz_ar.mid,audio/mid,200,TGKVILJI6OGUX4J6BPQKEFPMQR6JVXIO,-,-,-,-,-,-,121589,-,-,mid,-,-,-,-,-,-,-,-,e6ddec29efe8b403518512577d2df9be16319dd842f00c962c2e4b1a9fc7e27f,ab74ba8121068aa87161f9a56ff8c5ff6e530dbd8e5f176479ac20537622f6f63771c78c77d0dd5a60c9b061a2e3c43f7109be621cd9c8fe50b9763d86376120
gsa.gov/graphics/admin/mj_telework_exchange_final_100710.mp3,20170609004942,https://www.gsa.gov/graphics/admin/mj_telework_exchange_final_100710.mp3,audio/mpeg,200,KZRZGR4VHRJTXKFSFZJBUO5OW4PNWNGM,MPEG 3 Layer III Version 1,-,-,-,-,-,3471488,MPEG Audio,MPEG Audio,mp3,108480,Joint stereo,CBR,256000,2,48000,-,-,8c276e00edc5e771559fc0970fdc688ace0c9f127d4ab4e6a4652acb705ff160,98f09506223b2e5627c48c627f5b97033e28d2ea789fef82f3657183f983705fecde27bc2a568399b7852a6f727321590930d5f14872ca50174bb7d22e32fc3b
harkin.senate.gov/documents/mp3/gao/school6_s1.mp3,20130910015702,https://www.harkin.senate.gov/documents/mp3/gao/school6_s1.mp3,audio/mpeg,200,XMVMORZ7TI2LQKEBP4HELF5ZF466D5MT,MPEG 3 Layer III Version 1,-,-,-,-,2010-12-13T15:08:54-05:00,33788681,MPEG Audio,MPEG Audio,mp3,2111505,Joint stereo / MS Stereo,CBR,128000,2,44100,-,-,c0973d16a56c9d42d9e527e9ff29c3478d8582cb0f9995521b40ea118a0ba59e,9fec34d203087b55bf906fcfcaa8c3eba9c9c73b98f87095cf1b18564e794e2d0377a4b6e6645e14329dc0b0af7de27ae89e4810a954682aeb32e4fb98cb1827
helix.od.nih.gov/nihradio/08142005infertility.ram,20090602102314,http://helix.od.nih.gov/nihradio/08142005infertility.ram,audio/x-pn-realaudio,200,FRE7NX2P74TEC4WOI3XKWOGJDGFSELL4,-,-,-,-,-,-,55,-,-,ram,-,-,-,-,-,-,-,-,adb2dc7c56bbfd2958fa12c1912e6adfd4acd8ce6b205110539366019fcbc636,e69183e1cc73b163ab002ca4342b1766352ccdb022d6428ecc8d9110edd7ecd0c8eea2430af70abe9880da6983cf0ef1d9c595cca4a33f7c2a22e66c518a6aba
house.gov/bordallo/press_releases/2007/images/041807-1.mp3,20070608062629,http://www.house.gov/bordallo/Press_Releases/2007/images/041807-1.mp3,audio/mpeg3,200,SJ4RWHQEKOHXWDWY5CWQWFWQUZ5V2RH2,MPEG 3 Layer III Version 1,-,-,-,-,2007,1628298,MPEG Audio,MPEG Audio,mp3,101695,Joint stereo / MS Stereo,CBR,128000,2,44100,-,-,f6b7c3821a8fa42ed0f557aa0b34adce124515cf8d060fe10f39209047c9bff3,cdbdd495b0d65f3c8599c34b559fd2f7bd2f752d68c8001e0c8259dcc1c8aa17286e2e2efaaa398e5e4cd468b97b6fd3fcc0732d8892c6c0c68d62dd335d1ca0
house.gov/davis/images/repdaviscbc.mp3,20080802084813,http://www.house.gov/davis/images/RepDavisCBC.mp3,audio/mpeg3,200,L2J3J7O2LMFZCH2WBLNWY2FMJL3YVBXT,MPEG 3 Layer III Version 1,16-Oct-03,Rep Danny Davis,-,Speech,2003,2738567,MPEG Audio,MPEG Audio,mp3,171152,-,CBR,128000,1,44100,-,-,318b1c1d6cc75bb89e9a6a5926a63f6398bc0bd7b8c1392c467d615b8d67f866,f3d8437a52fed59aca19a4f047e83b54ce23b723f332a9683b30aa17369fa5c6e3be9dd091e7b40f10413678eba70f3511b4255cb6a09e92f4f5011b966c01e0
house.gov/snyder/news_views/audio/050207vicsnyder.mp3,20080204230450,http://www.house.gov/snyder/news_views/audio/050207vicsnyder.mp3,audio/mpeg3,200,BRQOE5X5OK34DK2DDKSXQXSGZPUAS5ZT,MPEG 3 Layer III Version 1,-,-,-,-,-,2865006,MPEG Audio,MPEG Audio,mp3,289257,Joint stereo / MS Stereo,VBR,79226,2,44100,-,LAME3.98a,8edfe9a10d6c1852645a6c765aa710c3a18dbb50cfada760399112bf45950956,521d88bc3a5b5f677cced3ec87245cda0904e87cf23776a07b872de1f49590dcae2ea57f22965142e11ddd8399e365ca0b32ab9aa32ab59f882057ccfe6d81b0
house.gov/spratt/newsroom/05_06/record_budget_deficit.mp3,20070306173401,http://www.house.gov/spratt/newsroom/05_06/record_budget_deficit.mp3,audio/mpeg3,200,H232K6EJHZLIBJXRIDIEIJEKNZFQU6NS,MPEG 3 Layer III Version 1,-,-,-,Other,-,127656,MPEG Audio,MPEG Audio,mp3,7714,Joint stereo / MS Stereo,CBR,128000,2,44100,-,LAME3.92,70981e5c5b6e63cb3a7263191aa33e61629a63c4627096f5f7254b941de30691,7fc93688403f1d478387cec1e73146efeec089d793ea584f1300f9e1e40a9cbae124ce5f0c0697e468d96abb37b939719828b0c6d662d9062289c9ec96a27a87
house.mo.gov/pr/audio/3-12/wrap+on+prescription+drug+program.mp3,20041019195612,www.house.mo.gov,audio/mpeg,200,MPG2HBILT6CZUDTSIVSF5KXIS5MQWJHO,MPEG 3 Layer III Version 1,-,-,-,-,-,985599,MPEG Audio,MPEG Audio,mp3,70399,-,CBR,112000,2,44100,-,-,1ea9a7fdab55caf587f6500c07975aaec6baf3c8573837357207bab658f63288,cd6a935c3b89f32587bb48892ebd4145989a85b3a23bcab3e4ac7fad930a382e4aef7bd1ccfdc015417cfe4f2fa6475dcd9cc5e14b0f5f6525c3f823e72d63e8
hsgac.senate.gov/audio_video/091304video.ram,20071101131604,http://hsgac.senate.gov/audio_video/091304video.ram,audio/x-pn-realaudio,200,VXIE6HFSWJR4GYUVH2T5CZBMK3IEQNCI,-,-,-,-,-,-,68,-,-,ram,-,-,-,-,-,-,-,-,0048d0f55adeaa53959a4a7990606940b3210ddbb7ac763cc616c7c48a4d76cf,9c23105fc65ab4572867befd5b186dc4d39ea698d0b692c1c0bfe5c8aeccf012e8c8fe3608f572256e64cc4d306395f98bd27e121f389004d9db8d0254345b68
hsrd.research.va.gov/for_researchers/cyber_seminars/archives/tbi-120616audio.mp3,20161216193609,http://www.hsrd.research.va.gov/for_researchers/cyber_seminars/archives/tbi-120616audio.mp3,audio/mpeg,200,2BGB7HEO5W345WWWMQKJWA6DG62SCFZY,-,-,-,-,-,-,58249776,MPEG Audio,Wave,mp3,3640607,-,CBR,128000,1,22050,-,LAME3.97 (beta),e00430459114b5a5fa871a358b6da64a9ece038bf194dc072b56541bb1495b57,96b6aef90f255b03ee851e3a3594dbe7daa55e6ee07e4f6c2ccecec98e59b8508b51ae4cc809bb14c6df588562c4d3056261fce9d3605c69d7456e3fa9c41050
