urlkey,timestamp,original,mimetype,statuscode,digest,file_size,sha512,sha256
weather.noaa.gov/pub/logs/shipstats/shipstat.out.201605030230.csv,20160610053840,http://weather.noaa.gov/pub/logs/shipstats/shipstat.out.201605030230.csv,text/csv,200,EDJ25TUKEPAXD3BMJFUPTNMGQQKLRX73,262108,26e161367de1b7ed9845809de1024552bcc7afa6caadbe21d22feeb23055cb67713fa42e63524959db2f8aa41839819d2a6e49ed3779e6a0bf14091cfc6d311e,edcb92f89028d13aa6ecbde06fb513d3247fd2471625e436a00a33c3885d7c4d
2bts.rita.dot.gov/publications/journal_of_transportation_and_statistics/volume_05_number_23/csv/table_04_03.csv,20150312180028,http://2bts.rita.dot.gov/publications/journal_of_transportation_and_statistics/volume_05_number_23/csv/table_04_03.csv,text/csv,200,24HCBWYLFORX2FTZQVM3ZTJ4EGCUHZC3,235,a664e02f89e297b15642e1db8bc1066cfac28a3d2191795fc8b2e208887e92d38c25957c3aa625d30a2b6e475bbac7358ab0b273063478d1ef563f0857ff55b5,100d545b1b664359fcdb3a41dfe76350a7dfe77bbf0a935d2d1a43e99cc6b709
2bts.rita.dot.gov/publications/national_transportation_statistics/2006/csv/table_01_54.csv,20141208150944,http://2bts.rita.dot.gov/publications/national_transportation_statistics/2006/csv/table_01_54.csv,text/csv,200,XVXPFMT4E2CCH3MV5LTKXBH7YYG3MTVG,8123,c8c2269b87f2418466f560befee08357adc99002e1168fd253daece0b443f3f706ab9f0172558a863fd7d162674f1bcb4fccdd5910e4a323923e3594e8dbff43,4d8c211f51eff8490cfd7c394e2a7f94344645e278e4ddf0f18a55b9fc2a10ea
2bts.rita.dot.gov/publications/state_transportation_statistics/iowa/csv/table_01_03.csv,20150316103202,http://2bts.rita.dot.gov/publications/state_transportation_statistics/iowa/csv/table_01_03.csv,text/csv,200,6RI7CPWYNCTLOZIWL7CHP2ZRQD2YNJXC,1432,f4e19ec50ee6147b48a62e9f2519c56250704c61b9ec74aba3ec24d4cc07d92b6efcc3f2d8116c29bd845d694b6f70ebc8ac044c034e885d1ff01861d07d934e,9ebec77bba3153adc773a267e62ea1ac0e390345388f71dcc2e90f55fd83010b
"afdc.energy.gov/vehicles/search/results.csv?action=index&ajax_count=18&all_manufacturers=y&category_id=27,25,29,9&controller=results&current=true&fuel_id=45&page=2&per_page=8&search_dir=desc&search_field=vehicle&view_mode=grid",20170714230847,https://www.afdc.energy.gov/vehicles/search/results.csv?action=index&ajax_count=18&all_manufacturers=y&category_id=27%2C25%2C29%2C9&controller=results&current=true&fuel_id=45&page=2&per_page=8&search_dir=desc&search_field=vehicle&view_mode=grid,text/csv,200,THGIK535JDJSCI2S7MXBXSHDQLC2MYOT,7200,5b65b3fc7e184c7ad231f3897761397f44c5361672294d12e4b8da0edc88e755940af49e98b3fdd9940f0be7d10c43df16eeeee7966b7462cec6ac4996fc933e,ce52b3f26b5901b1d9e397846f3352bebb7e6de33a9dd6e38cedc5c0065c09ee
aoml.noaa.gov/ocd/gcc/explorer/ex0305w/ex0305w.csv,20151116210939,http://www.aoml.noaa.gov/ocd/gcc/explorer/ex0305w/ex0305w.csv,text/csv,200,3WTPPVOHIRQPY3G4II3SB2CGL72ZBR62,415259,6853699104753d6d1ee9a9125a7a54054dabec9843674f586a9e833e4ae3e99902a99bdf4911030e4b8904a8afa999eccb9d773c4276cb67eeee5b7bae20bbc9,c58f2b0acb4d343b7b6043826b5de11bd3ba093400ff4d8f87f1e860121ef34c
bts.gov/ntda/tbscd/nohtml/mexcsv/97all200.csv,20000306133539,http://www.bts.gov:80/ntda/tbscd/nohtml/mexcsv/97all200.csv,application/csv,200,QU5S7BVAUMUVWWZHZTTFYFBDVQ6TUST2,2815,fbcaec43c2ae817ac84bc5b2d6fcaabcc3ef25b315e4e82dff40f4f85bfd00c23e512d7a4dd04a3a044af1632bf08981d82817fa656b56883f2b0086eae196dd,f891c3ee7178e4ed3f2aa0b036613e25751ebcf66a68c4e2d35b899e26cff141
cal-access.sos.ca.gov/campaign/committees/detailcontributionsmadeexcel.aspx?id=1031988&session=2007,20080428035727,http://cal-access.sos.ca.gov/Campaign/Committees/DetailContributionsMadeExcel.aspx?id=1031988&session=2007,text/csv,200,KPBQXM534K2FLN6VB2FHXOMOGKCMDNH7,11723,09d5c5d83beffa8e5b3c653fe040d6b03e7289b661fd6950241fc26262427024946c1a0a84d8e722ba976e92f557e402b4263c2509acdd747686cbbc7c14a1a8,e983c7a9c18cdc1411196157dda5a8b27b9339de9020369c0649fa03eaaf510c
glerl.noaa.gov/metdata/chi/tmp2/file5dy_e.csv,20170602033140,https://www.glerl.noaa.gov//metdata/chi/tmp2/file5dy_e.csv,text/csv,200,HILK7OX53JDLZTM2YGBXOVJZINIWBODR,5285,9b8885902df11d2ce1d34ee16e73041f33ece01ebfcdcabee435a031c106847442464d3e6c9eee196f1920766c5179410230b9ad0ed0532a8f1f6b2f568d900c,7f4889d0aadebd693d9c68f6018f8b0206524784397f6af63f8215e4ca24584d
landsat.usgs.gov/landsat/metadata_service/bulk_metadata_files/landsat_tm-2000-2009.csv,20161228195510,https://landsat.usgs.gov/landsat/metadata_service/bulk_metadata_files/LANDSAT_TM-2000-2009.csv,text/csv,200,AQIDLHNDX6OM7APSQEV2UYQS6UEVCYZE,522271983,539a9bca8a9d3af164b37de67ed57c3a3db1b146853911baf8fbdb67da401f27e7e0ba60d35cc141aba5c82a71934532d600e01c31e8edae59b4dc57be4fb486,dfbe88b94cd91eb5758d61c140a8f56135ffb50c602891ef89e4b8feefab6a6a
ncdc.noaa.gov/pub/data/ua/rrs_filesize/rrs_filesize131228.csv,20160309131313,http://www1.ncdc.noaa.gov/pub/data/ua/rrs_filesize/rrs_filesize131228.csv,text/csv,200,AXHRFV4SIUT225CABXYY2OXUPBKGETMK,4392,83dddab93d685a4273f8a77e325edccf4905e12fde49693ab49681796fcb5410dbe42fd7d6dbe568865fd62b938711b088c2400db77ea2c8aa4ecb565f71f12c,59e9761f53a06743fc03ef181158d96f13eb00871fce8746b7c12e97f777f86b
ncei.noaa.gov/data/global-hourly/access/1953/96145099999.csv,20170624163346,https://www.ncei.noaa.gov/data/global-hourly/access/1953/96145099999.csv,text/csv,200,7OLXKCI5XTBZTEUSUFRN3LPOWM4FIZW5,11050,8e8234d550ee6aa528376d6bab602bc335907679918e1b12c86bb8265e137ea33d87c1efb4c88b3144c281e9ddd4e34b66d1298a195d0b3aa2777135f00c2d22,3f130f853b19c34e4c214a97f51c2c9a2b46765e7d2b45561936ebf106d3808b
ncei.noaa.gov/data/global-hourly/access/1954/72341813977.csv,20170626190706,https://www.ncei.noaa.gov/data/global-hourly/access/1954/72341813977.csv,text/csv,200,NQYFKBGILY7U4S4L353AYPP4M3L4MQML,2611108,b18e3df0ae0cd6afb93d7af24640dd9b2b5be72404d490168c6fc0fd5834b61b30170ce2f14a5d0952119965b1f5582747ae7ced8be7bee540fb2268275a2430,7d74dff2d519b3d14d6a6ba18d321dba5cc0ac4ccea3831f4d8643e63440d455
ncei.noaa.gov/data/gsom/access/asn00024535.csv,20170102162241,https://www.ncei.noaa.gov/data/gsom/access/ASN00024535.csv,text/csv,200,3EM7G4OSBE3BVZRJHTLDRGV7KXP3JP3J,115212,a0330de75c41ce9fdc441d42afdae6298fcfd4e3e6bbb29fc8bdc5648393428de2c2367c934e2d768dad430a95a06f262a6d0fe8b69d22543816c281af94fb60,c3363925defc7a5e4f1d9da5e4c0175976daef29d6ac7b1efbf209495327b71a
ncei.noaa.gov/data/gsom/access/us1scrc0059.csv,20160909172341,https://www.ncei.noaa.gov/data/gsom/access/US1SCRC0059.csv,text/csv,200,KTAHPWEGPWTHAY3W3KEMNVW3F3BBA65Q,494,dce6960c9a180cdff7ecda5fc0e9b83860676b790b29f099ff1b9f8ca8fc13aa9873b88c078eb6fde025e8a936b74a096aef0120f9b98dac590de1041c77b696,817589c3d31b02b9b861f1636c1d07431da623d5d7bd5e8246c649e324fb07b3
ncei.noaa.gov/data/gsom/access/usc00111830.csv,20170309133530,https://www.ncei.noaa.gov/data/gsom/access/USC00111830.csv,text/csv,200,ZVHHOQOTLO5NA7VTU6T4VEKCFZCXX325,573,22e868af09d0d3d2ec217ab8ae10a67c6e5f3d65cd8c25d0e090e95b52a595d9539371aed181587454936be90d6398f85457bcb523654bb5da4df73e696ebfb9,9dc5cb15f2f4027c67a540267be5f6c20e959ad188430acc77b3e4d066f9f723
ncei.noaa.gov/data/gsoy/access/usc00334984.csv,20160921194548,https://www.ncei.noaa.gov/data/gsoy/access/USC00334984.csv,text/csv,200,XLM2PNJQEXFEY254B3PEIJURJZRF5W2M,302,f50ee4a3e589fb9f2b7401ac798bbe6dfae66d498d063b4d7e23e9bf6a964b84814e5875d22684fe34c88f1b26c78a24631ad8c61071d2cb745961c538cd1820,f589aa29b8c2f632769661dd324eca82b3bcd624aaad7d47dc6d72ce1291fa86
ncei.noaa.gov/data/gsoy/access/usc00406658.csv,20170321182823,https://www.ncei.noaa.gov/data/gsoy/access/USC00406658.csv,text/csv,200,SSLAM3YAMJR43FUSOGX7TP5XGQRQ6CFT,223,a10e532a873d07d727ed70edbeab887dfe76e57c668890bf3040f27e5cf4ed1a4a937b4ed0f5265b0682699a3f5030f773cae29c4248debb6eb532769006698a,608976959ae84de59ee2d615c3485dbb2ed3962eb4256f916939463ba7856f93
ncei.noaa.gov/data/gsoy/access/usc00508556.csv,20160916235857,https://www.ncei.noaa.gov/data/gsoy/access/USC00508556.csv,text/csv,200,B337UUEKUXGO3YZSVDPGJBELQSDFWW62,1955,325772ec6475dc862ff037699cbff4790f99af8233ca43d63d1144797c4d9ac9fc8743b5297925658bfe309ac1a3ef42d5b86e71ed87147489a0497e2c1751c1,62ed81b264f19a4255bb2c598326c4b37dbac2cb0138b5fb37bc41c589dd0142
nwrfc.noaa.gov/chpsesp/ensemble/natural/mcdw1n_sqin.espf5.4909.kcfs.csv,20151124205817,http://www.nwrfc.noaa.gov/chpsesp/ensemble/natural/MCDW1N_SQIN.ESPF5.4909.KCFS.csv,text/csv,200,K4SAQGTQQHXOBZCPYJGSVV3R3WZORF52,1306068,718ae275858664cb08a1b71f938689ddbce1344c744446f7ef38a85179eea17e76b1e16ebf2ab88e44e540e40247c273048e90586c7dd50cdb4c70e9205a8f51,65b69ee2ca3c1593ac1df19e2a4713277f9e9040bc977618efe280c1dae0f23e
